property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,152,4,5,20,1,6.8,1367.81,40,9.17,931084.95
house,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,226,4,4,0,3,8.0,640.07,12,7.93,2042479.36
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,110,3,3,2,1,6.0,532.17,34,13.17,922111.6
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,206,3,3,18,1,7.8,2743.49,34,11.62,1426270.98
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,101,4,4,6,1,9.4,904.05,17,11.06,954169.78
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,56,2,1,11,1,7.6,570.46,32,15.29,427407.84
house,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,200,4,5,0,3,6.6,575.35,28,8.44,1746290.37
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,186,5,4,9,0,8.9,1657.17,17,6.0,1287259.11
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,31,2,3,23,1,9.4,518.52,37,1.62,421394.53
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,95,3,3,29,1,6.1,1144.39,32,13.46,804613.22
house,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,307,4,3,0,2,5.9,1529.33,3,14.41,1855725.5
house,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,235,4,5,0,2,5.3,643.55,20,11.67,1502470.93
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,197,5,5,22,0,7.4,1275.28,33,2.19,1370973.82
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,111,3,3,29,3,7.9,1586.06,12,2.23,1073809.38
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,136,4,3,24,1,8.7,1367.78,20,10.0,1746671.49
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,143,4,4,14,0,6.4,521.67,12,20.78,1759400.29
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,301,5,4,0,2,7.4,1702.8,9,0.75,3132258.51
house,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,188,3,3,0,1,8.7,1114.9,23,5.57,1665207.78
house,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,156,4,4,0,1,5.7,478.17,21,19.06,874980.91
apartment,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,156,4,5,21,1,7.9,2387.61,22,8.94,1470020.25
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,155,3,3,31,2,7.5,1609.32,33,13.73,978920.45
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,147,4,5,14,2,7.3,1784.2,32,11.24,1008560.26
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,122,3,2,12,1,6.7,1236.2,25,7.14,955525.56
house,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,162,2,1,0,2,8.4,820.67,2,11.75,1594944.54
house,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,177,3,4,0,3,8.0,753.09,14,11.07,1265147.7
apartment,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,51,2,3,5,1,8.6,642.94,17,4.71,722088.85
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,91,3,3,3,1,7.4,715.73,29,9.36,683793.28
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,182,4,3,35,2,7.8,2347.79,31,4.15,1678395.57
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,163,3,4,28,0,8.0,2239.12,35,9.85,1473389.54
apartment,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,40,1,1,15,0,4.6,415.24,11,17.65,244223.41
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,91,3,2,31,1,4.8,773.15,29,26.9,474535.19
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,184,3,2,35,2,6.4,1225.95,22,24.0,1741016.2
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,125,3,3,34,2,7.6,1780.8,39,9.85,738910.84
house,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,241,5,5,0,2,10.0,755.13,30,2.62,2063901.0
house,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,246,4,4,0,3,7.7,642.93,34,2.79,2290731.8
apartment,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,114,2,1,9,1,6.3,891.77,9,17.96,989084.76
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,88,4,4,4,3,8.3,1113.51,24,12.3,969291.16
house,AP,Norte,Macapá,Região Residencial,estimated_regional_proxy,5400.0,192,4,3,0,0,7.8,592.92,18,6.58,1186557.09
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,141,4,4,32,1,9.5,1829.94,27,6.42,2180575.84
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,65,1,2,25,2,7.1,998.44,39,0.61,819935.14
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,216,3,4,26,2,6.4,2990.57,36,5.61,2319836.18
apartment,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,49,3,3,11,2,5.9,434.64,33,14.38,438923.74
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,85,3,2,9,1,7.3,1144.12,25,9.78,843534.69
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,159,4,4,30,1,6.8,961.93,39,6.23,1001591.59
house,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,165,3,3,0,1,8.0,713.14,11,10.47,1726755.65
house,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,99,2,2,0,1,8.1,376.53,11,2.8,1031221.7
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,170,4,3,16,2,7.9,1609.56,30,7.88,1809090.31
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,185,4,4,2,0,8.0,1322.18,7,6.19,3339833.59
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,198,5,5,30,0,7.0,1565.61,19,14.52,1914062.61
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,101,2,3,26,0,7.5,1477.17,38,3.68,1231807.67
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,123,2,1,17,0,8.6,1706.21,18,4.7,1455345.65
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,187,5,5,32,2,6.4,1885.39,33,3.32,2428911.15
house,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,166,3,4,0,3,7.9,695.52,32,6.86,1739944.73
apartment,ES,Sudeste,Vitória,Zona Oeste,FipeZAP,14818.0,194,3,4,7,2,6.6,1525.62,1,9.98,3246410.02
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,66,3,3,3,1,9.2,966.59,16,4.91,1494859.39
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,158,4,4,17,3,8.8,1443.92,8,1.56,1889639.57
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,147,4,4,8,2,7.9,2183.09,2,4.94,1566599.01
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,199,4,5,0,3,8.7,948.82,1,3.36,1867820.22
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,172,3,2,14,1,6.5,1918.62,22,8.97,1683345.68
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,118,3,2,7,2,6.7,855.58,36,1.68,1219359.7
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,152,5,5,7,1,7.2,1982.78,38,13.32,1517564.27
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,158,4,3,21,0,5.8,1930.07,20,13.64,858193.0
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,170,4,3,16,2,8.9,2406.52,7,1.27,2558109.75
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,89,2,3,5,1,6.6,888.98,4,5.56,1030102.65
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,148,5,5,14,1,6.2,1676.97,35,7.61,977909.64
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,61,2,2,35,1,8.9,1262.13,3,1.91,963644.61
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,165,3,4,23,3,8.8,2489.58,38,6.26,2033519.33
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,146,4,4,28,1,6.2,1474.29,5,17.49,1168039.2
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,35,1,2,2,2,7.5,587.35,4,10.74,446268.21
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,40,1,2,12,3,6.6,690.37,40,10.03,405141.61
house,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,153,2,2,0,1,6.9,478.5,9,6.03,1389760.94
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,104,3,2,15,1,9.6,694.33,11,6.65,1237024.22
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,122,3,3,0,0,6.9,293.74,16,3.0,1104357.42
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,173,3,2,13,2,6.3,1369.04,35,10.68,1418551.32
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,54,2,2,5,1,5.6,672.27,18,4.49,374345.55
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,140,2,2,35,0,6.4,1310.52,19,15.09,1339816.33
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,73,2,3,33,0,8.5,716.06,29,19.66,745896.11
house,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,246,4,3,0,2,6.5,1104.4,38,15.96,1591120.32
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,53,1,1,3,0,7.9,376.55,11,14.01,411877.92
house,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,101,3,2,0,1,8.0,483.97,26,8.65,1050514.14
apartment,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,205,4,5,19,1,5.6,1729.2,26,13.14,1209648.41
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,154,4,3,23,1,6.8,2031.04,11,10.8,1494069.97
house,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,223,4,5,0,2,6.5,1087.91,4,3.45,2462862.46
apartment,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,171,4,3,6,0,8.9,1951.0,33,3.71,2811014.34
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,128,2,2,16,1,8.2,1464.62,19,3.48,1605546.52
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,98,2,3,26,0,6.0,623.17,23,17.45,531961.12
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,110,3,2,1,1,7.1,1136.93,34,11.2,568294.63
house,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,302,4,3,0,2,8.5,1290.54,21,10.08,3697538.53
apartment,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,72,1,2,12,1,9.4,977.71,14,11.75,565865.36
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,48,2,2,5,1,6.2,505.24,7,19.66,403711.84
house,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,199,5,5,0,1,6.2,615.12,12,26.63,1184268.56
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,151,4,3,10,1,7.3,1112.65,25,2.55,1874042.47
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,108,3,4,24,1,7.0,1159.62,37,10.4,1212898.47
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,103,3,3,9,1,9.1,757.23,0,2.7,1950728.27
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,207,3,4,8,0,7.7,2270.11,26,2.35,2285195.41
apartment,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,216,3,3,30,1,9.2,3102.2,3,7.87,1771920.52
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,30,1,1,25,3,6.8,654.81,18,18.63,276965.58
apartment,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,41,2,1,29,0,4.0,327.67,14,14.08,188394.36
apartment,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,190,4,4,30,2,6.5,2083.29,23,12.55,1429407.1
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,84,2,3,15,2,7.8,1145.64,21,10.43,636939.0
apartment,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,186,3,4,2,0,5.8,1153.76,37,16.93,1084691.12
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,161,4,3,20,0,7.0,1272.91,13,13.63,815847.94
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,217,4,3,25,2,8.6,3937.92,4,4.99,1974513.51
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,92,3,4,27,1,9.1,860.96,27,4.74,1577369.5
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,123,2,2,12,0,8.5,701.67,11,7.1,895651.23
house,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,85,3,2,0,3,9.0,474.8,21,9.4,1299681.95
house,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,236,5,5,0,4,6.5,1048.09,12,11.68,1916581.25
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,114,4,3,25,2,7.4,1190.83,22,3.73,1263627.23
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,180,3,4,26,1,7.5,1973.71,6,9.33,2015825.04
apartment,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,60,2,1,20,2,6.3,802.53,27,10.39,467331.28
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,104,2,1,13,0,7.1,1105.23,17,6.37,642982.45
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,202,4,5,33,2,8.9,1915.83,8,2.64,2168690.79
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,163,4,5,20,1,6.7,1972.59,29,4.06,1433148.77
apartment,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,38,1,2,8,1,5.9,536.82,4,16.41,372432.52
apartment,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,139,2,1,8,0,7.8,1810.93,12,10.59,1486698.41
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,85,3,2,22,1,8.6,1358.79,4,6.94,1393369.63
house,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,279,4,4,0,1,6.9,1158.8,19,4.48,2027969.03
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,74,3,4,0,3,6.9,314.63,35,6.92,770598.09
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,46,2,1,12,2,7.8,671.49,5,5.37,499219.27
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,155,3,2,33,0,4.4,1716.08,20,27.14,552551.71
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,158,4,5,28,2,8.4,2244.19,39,5.2,1180042.0
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,194,4,5,16,1,9.6,2228.15,13,1.19,3000953.45
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,108,3,4,14,3,8.9,1315.93,12,2.12,1238841.08
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,63,2,2,14,1,7.4,459.15,30,2.12,981458.27
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,122,3,4,19,1,8.7,1134.77,16,12.24,1415257.41
house,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,128,3,2,0,3,7.6,557.85,1,9.22,1586182.82
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,161,3,4,3,0,8.4,2046.15,40,3.02,1732626.98
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,213,4,5,17,1,8.2,1358.08,14,5.58,1536768.56
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,36,1,1,5,0,7.5,348.6,28,8.77,283446.65
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,184,3,4,7,1,6.3,2330.46,34,11.42,1386063.71
house,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,217,4,3,0,0,9.0,1162.83,14,4.88,1926433.7
house,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,257,5,5,0,0,9.6,1394.13,39,1.4,2794454.3
apartment,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,107,3,3,15,0,8.8,1749.89,11,3.41,1571940.01
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,175,3,3,5,1,5.6,1092.66,26,9.44,968898.7
house,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,146,3,2,0,2,7.0,772.58,22,11.16,1084597.66
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,164,3,3,0,1,9.0,706.94,33,1.47,1244178.73
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,61,2,2,14,2,7.7,740.08,35,5.25,593997.28
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,103,2,2,24,1,4.6,640.12,32,19.82,373217.2
house,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,227,3,3,0,2,9.8,765.42,16,4.1,3195232.51
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,149,4,3,8,1,9.8,2609.63,25,1.07,1919377.97
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,135,3,4,0,3,8.8,852.14,7,3.42,1421069.29
house,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,188,4,4,0,0,8.0,802.05,5,5.18,1355708.84
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,92,3,4,2,3,8.0,1604.78,11,11.67,857841.5
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,77,1,2,35,0,4.7,708.46,1,21.94,507252.5
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,163,3,4,12,2,8.9,1885.94,39,5.26,2042082.62
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,77,1,2,6,2,5.5,856.84,36,17.01,361709.86
house,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,178,3,3,0,4,7.8,1099.94,40,3.33,1464997.52
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,170,4,4,33,1,8.0,1564.81,16,14.99,1818338.83
apartment,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,168,4,3,35,0,7.5,2155.88,20,8.08,1732944.82
house,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,305,4,4,0,3,9.1,1138.04,16,0.54,2461126.82
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,216,3,3,17,0,6.5,3009.95,31,9.56,1215441.13
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,116,3,2,28,2,7.6,1514.35,32,7.67,827512.65
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,201,5,5,9,1,8.9,2449.6,12,8.79,1393089.56
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,83,4,3,15,1,7.8,1009.26,4,3.72,1317550.33
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,31,1,2,6,2,9.4,357.48,31,5.48,442276.34
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,207,5,5,14,0,7.3,2298.98,20,4.21,2705644.92
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,180,5,5,15,1,6.1,1444.72,11,3.45,2269366.05
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,128,2,3,4,3,8.3,1461.34,13,15.15,1875217.2
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,150,3,4,14,2,8.1,2450.85,3,4.03,2049883.94
house,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,68,2,3,0,3,9.3,636.69,33,4.75,633968.31
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,30,1,2,31,1,7.7,437.23,38,12.08,234923.17
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,97,4,5,6,1,8.8,1286.92,39,2.28,1114650.71
house,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,254,3,2,0,2,8.0,997.62,11,9.98,1450766.59
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,180,4,3,27,1,7.1,1832.38,29,17.87,967249.44
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,71,2,2,12,0,7.1,360.11,20,21.72,483209.66
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,174,3,2,4,0,7.8,1366.94,18,12.77,1844924.08
house,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,130,3,4,0,1,6.0,476.78,19,18.96,996310.65
house,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,78,3,4,0,2,8.0,330.58,39,10.88,690852.17
house,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,257,4,5,0,1,8.5,1300.23,18,6.63,3044112.47
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,129,4,3,18,2,9.9,2454.66,38,2.04,1626940.86
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,181,3,4,13,1,8.0,2310.38,23,6.45,1240857.35
house,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,135,2,1,0,2,7.2,683.42,31,8.91,1147456.93
apartment,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,201,4,5,7,1,7.9,2862.76,8,0.96,2176183.32
house,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,253,4,5,0,2,6.8,1181.74,3,4.76,3237701.4
house,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,205,4,4,0,3,7.9,948.66,40,11.08,1496533.67
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,87,2,2,33,2,9.1,1310.34,2,2.51,2065254.95
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,98,2,3,31,2,5.8,1449.37,23,16.13,1090090.64
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,85,4,4,24,2,5.8,1154.62,35,14.67,830366.4
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,136,3,2,2,1,6.1,740.04,40,27.77,1292563.11
apartment,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,147,3,2,15,1,8.2,1134.52,9,3.03,1389284.61
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,189,3,2,19,1,7.3,1355.91,10,9.47,1416816.09
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,148,2,1,0,2,9.6,511.78,4,2.23,2771243.07
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,45,1,1,34,1,9.2,996.21,27,1.19,535479.18
apartment,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,183,3,3,6,0,5.2,1184.55,14,24.78,838361.51
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,145,4,5,10,0,7.1,2127.98,37,4.67,1397905.44
apartment,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,132,3,4,0,2,8.0,1485.18,9,2.97,1648706.12
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,78,3,2,5,2,6.4,916.06,25,13.56,737848.19
apartment,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,32,2,3,30,3,7.2,601.88,37,2.85,522264.02
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,50,3,3,7,2,6.8,633.51,28,15.74,573594.16
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,147,4,3,21,2,5.5,2090.42,37,4.69,857343.43
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,101,3,4,0,1,8.2,536.36,8,3.75,1360492.3
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,87,2,2,5,2,9.4,935.0,36,2.56,726497.07
house,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,164,3,4,0,1,6.0,592.29,25,12.7,1612739.77
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,108,3,4,25,1,6.9,1179.97,33,2.03,1090268.92
house,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,235,5,5,0,2,7.5,579.45,35,2.41,2230343.63
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,109,2,2,18,2,6.6,1117.75,36,14.27,633622.87
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,119,3,4,20,1,8.3,931.01,36,15.89,1079929.55
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,215,3,4,19,1,9.6,1545.24,11,5.83,2557992.08
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,196,4,4,0,2,7.6,808.57,13,3.69,1705774.79
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,206,5,5,15,2,9.4,3050.83,17,1.2,2885131.78
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,188,4,5,8,0,5.3,1120.31,2,9.62,1516946.94
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,54,1,2,12,2,8.1,1003.12,40,2.7,552180.91
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,103,3,4,24,2,5.1,731.63,12,19.63,962582.31
house,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,263,4,5,0,2,6.7,646.9,35,12.78,2742282.9
